Job Title,Applicant ID,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
 React.js Developer,469,1 - 3 yrs, jQuery| MySQL| Struts| Javascript| Database| JSF,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,73.8544541,18.521428,1637
 Requirement in Private bank for BDE,470,0 - 2 yrs, Business Development| Sales| Bde| New Business| Business Analyst| Business Development Manager| Business Development Executive| Senior Business Analyst| Sales Manager| Banker| Private Banker| Sales Officer,Accounts,"Delhi NCR,Gurgaon,Noida","Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive/Accountant,,,3331
 Physics- TGT,471,2 - 5 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,Subject Teachers (TGT/PGT),Delhi,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,77.2219388,28.6517178,5805
 Technical Sales Executive -mumbai,472,2 - 7 yrs, sales engineer| Technical Sales| Sales Executive Activities,,Mumbai,Other,"Construction, Engineering, Cement, Metals",Other,72.8773928,19.0759899,2750
 Urgent Opening - Hp-ux Administrator,473,3 - 8 yrs, Unix,Admin/Maintenance/Security/Datawarehousing,Delhi NCR,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator,77.1212148,28.6882438,5404
 Support Executive,474,1 - 3 yrs, Interpersonal skills| Direct marketing| IT hardware| Management| Support Executive,Sales Support,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Telesales/Telemarketing Executive/Officer,72.8773928,19.0759899,4775
 J. Stores - Manager,475,2 - 4 yrs, Analytical skills| Technical| Educational qualification| Stores| Management| Forecasting| Electricals| Inventory| Cables| Organization skills,HR/ Recruitment / IR,Pune,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",Training Manager,73.8544541,18.521428,2509
 Product Manager,476,5 - 7 yrs, product management| product pricing| sales| market research| user experience| marketting| asm| tsm| sales manager,Marketing,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Product/Brand Manager,77.590082,12.9767936,2282
,477,vide,vide,,,,,,11.0480288,46.3144754,5421
 Draughtsman,478,5 - 10 yrs, AutoCAD| Costing| Draughtsman| Civil| 3D,Architectural Services,Mumbai,"Architecture , Interior Design","Recruitment, Staffing",Draughtsman,72.8773928,19.0759899,5829
 Senior Java Tech Lead - Spring Boot/ Data Structure,479,5 - 10 yrs, Java| SOA| TDD| SaaS| J2EE| Spring Boot| API| Algorithm| Data Structure,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5901
 BCOM (hiring for Top4) Internal Audit /compliance Call Vikas,480,2 - 7 yrs, Mba Finance| Auditing| Internal Audit| SOX| Audit Compliance| Compliance,Accounts,"Delhi NCR,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.10436033,28.42208445,3807
 ETL Datastage Developer,481,10 - 15 yrs, Technical Management| Agile Methodology| Unit Testing| Design Development| Business Analytics| Big Data| SQL Queries| Spark| Performance Tuning| Test Case Design,Programming & Design,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2302
 Technical Lead,482,6 - 11 yrs, CSS| Html5| MySQL| Javascript| Bootstrap| JSON| Node.Js| JQuery| Core PHP| Ajax,Programming & Design,Bengaluru,IT Software - System Programming,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5467
 Specialist - DV,483,4 - 8 yrs, Javascript| SQL| Python| design studio| Strategy consulting| Front end| big data analytics| QlikView| MATLAB,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Accounting, Finance",Software Developer,77.590082,12.9767936,6808
" Office Assistant, Office Boy",484,0 - 2 yrs, Tea| Coffee| Office Assistance| admin| office assistant| computer operator,,Mumbai,Other,"Courier, Transportation, Freight , Warehousing",Other,72.8773928,19.0759899,5312
 MES camster/apriso/hydra engineer,485,2 - 6 yrs, Oracle database| server| VB.NET| technical| tools| sql| Sql Server 2008| database| design| MS.net| Application development| Test cases| net| deployment| Automation| development| c| oracle| testing| specification| vb| quality| application| PLSQL| pl| support| WIP,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.0759899,3187
 HR PMO Professional,486,6 - 9 yrs, Change management| Excel| Customer satisfaction| Project management| Relationship building| HR policies| HR| Scheduling| Visio| Stakeholder management,Project Management,Pune,IT Software - Other,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,6556
 Principal Consultant,487,0 - 4 yrs, Business solutions| Project delivery| Conceptualization| Green field projects| Gap analysis| PDF| Regulatory compliance| account mining| Delivery Lead| Oracle Retail,System Design/Implementation/ERP/CRM,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Functional Outside Consultant,78.4740613,17.360589,2833
 Urgent Requirment For Central Processing Center- Mumbai,488,1 - 6 yrs, Accounting Entries| Debit| Communication Skills| Finance| Document Verification| Banking| Problem Solving| Open Office| Dispute Management,,Mumbai,Other,"Banking, Financial Services, Broking",Other,72.8773928,19.0759899,4855
 Cognos TM1 Developer (4 6 years),489,6 - 11 yrs, Sql Server 2008| Cognos| MVC| SIDE| server| java| asp.net| Javascript| Problem| developer| ASP.Net MVC| sql,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3584
 Smart Web Developer,490,1 - 5 yrs, JAVA| Java| Business Analysts| development| Architects| HTML| Lead Developers| SQL| XML| design| PHP| ios development| PL,Programming & Design,Delhi,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.2219388,28.6517178,3400
 Manager- Compensation and Benefits,491,10 - 15 yrs,vide,HR/ Recruitment / IR,Mumbai,"HR , Recruitment , Administration , IR","Media, Entertainment, Internet",Pay Roll/Compensation Manager,72.8773928,19.0759899,1617
 Civil Architect,492,5 - 10 yrs, Architect| Engineering Design| EPC| Civil,Architectural Services,Mumbai,"Architecture , Interior Design","Strategy, Management Consulting Firms",Architect,72.8773928,19.0759899,4164
 Reconciliation Executive,493,0 - 2 yrs, access controls| Technology| Asset Management| Intellectual Property| Vendor Management| CRM,Voice,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),72.8773928,19.0759899,5777
 Oracle Sales Cloud Developer,494,3 - 8 yrs, oracle sales,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4016
 Opening For Sales and Marketing_nariman Point ,495,2 - 7 yrs, Sales| Marketing,Retail Sales,"Mumbai,Mumbai Suburbs","Sales , Retail , Business Development","Banking, Financial Services, Broking",Area Sales Manager,72.9249,19.0637885,3170
 Finance & OPS - Technical Consultant (dynamics Ax/365) @ Bangalore,496,2 - 7 yrs, microsoft dynamics ax| strategy implementation| proposal development| business development| resource planning| cost management| enterprise applications| data integrity| microsoft applications| process design| technical consultant,System Design/Implementation/ERP/CRM,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",ERP Consultant,77.590082,12.9767936,4922
 Business Development Manager-digital / Export,497,5 - 8 yrs, digital marketing| international sales| international marketing| international business development| business development| Export Marketing,Institutional Sales,Noida,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,77.3271074,28.5707841,5866
 Sr. Software Engineer,498,4 - 9 yrs, Unix| PDF| Deployment| Informatica| Oracle| Teradata| Troubleshooting| Data warehousing,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1515
 Website Designer,499,0 - 2 yrs, jQuery| Analytical| Wordpress| Conceptualization| Web designing| Photoshop| Business Executive| CSS3| Ideas,Creative,Gurgaon,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer,77.00270015,28.42826235,1946
 Tech caller hiring a huge number of Executives.,500,2 - 5 yrs, Outbound| Night shift| Recruitment| iPhone| Email| US shift| Troubleshooting| Technical support| Comp| International BPO,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,1511
